Date,Channel,Source,Campaign,Ad Set,Spend,Impressions,Clicks,Conversions,Video Views
2023-06-23,Programmatic,DV360,Automated uniform software,06-02,31632.43,77,8,1,82
2023-06-23,Programmatic,DV360,Cross-platform static hierarchy,07-02,55489.47,144,15,1,152
2023-06-23,Programmatic,DV360,Networked value-added time-frame,08-02,60684.15,146,15,2,151
2023-06-30,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,182600.97,435,46,5,452
2023-06-30,Programmatic,DV360,Persistent 24/7 attitude,02-02,3438.33,9,1,0,9
2023-06-30,Programmatic,DV360,Integrated dedicated contingency,03-02,42968.84,103,11,1,108
2023-06-30,Programmatic,DV360,Profound intangible policy,04-02,13404.64,32,3,0,34
2023-06-30,Programmatic,DV360,Centralized modular throughput,05-02,56216.31,132,14,1,138
2023-06-30,Programmatic,DV360,Automated uniform software,06-02,32093.39,81,9,1,86
2023-06-30,Programmatic,DV360,Cross-platform static hierarchy,07-02,55348.65,139,15,1,146
2023-06-30,Programmatic,DV360,Networked value-added time-frame,08-02,60619.06,142,15,2,148
2023-07-07,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,230662.31,561,59,6,578
2023-07-07,Programmatic,DV360,Persistent 24/7 attitude,02-02,4379.22,11,1,0,11
2023-07-07,Programmatic,DV360,Integrated dedicated contingency,03-02,54098.54,135,14,1,142
2023-07-07,Programmatic,DV360,Profound intangible policy,04-02,17396.42,43,4,0,45
2023-07-07,Programmatic,DV360,Centralized modular throughput,05-02,69652.05,175,18,2,187
2023-07-07,Programmatic,DV360,Automated uniform software,06-02,40349.58,98,10,1,102
2023-07-07,Programmatic,DV360,Cross-platform static hierarchy,07-02,71403.66,174,19,2,182
2023-07-07,Programmatic,DV360,Networked value-added time-frame,08-02,75371.61,189,20,2,201
2023-07-14,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,234712.06,613,65,6,645
2023-07-14,Programmatic,DV360,Persistent 24/7 attitude,02-02,4330.1,11,1,0,11
2023-07-14,Programmatic,DV360,Integrated dedicated contingency,03-02,54873.82,138,15,1,148
2023-07-14,Programmatic,DV360,Profound intangible policy,04-02,17419.33,41,4,0,43
2023-07-14,Programmatic,DV360,Centralized modular throughput,05-02,70283.0,167,18,2,175
2023-07-14,Programmatic,DV360,Automated uniform software,06-02,40807.18,101,11,1,107
2023-07-14,Programmatic,DV360,Cross-platform static hierarchy,07-02,71801.31,182,19,2,190
2023-07-14,Programmatic,DV360,Networked value-added time-frame,08-02,77581.34,191,20,2,203
2023-07-21,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,230666.16,591,62,6,623
2023-07-21,Programmatic,DV360,Persistent 24/7 attitude,02-02,4390.7,11,1,0,12
2023-07-21,Programmatic,DV360,Integrated dedicated contingency,03-02,54075.18,138,14,1,143
2023-07-21,Programmatic,DV360,Profound intangible policy,04-02,17163.25,44,5,0,46
2023-07-21,Programmatic,DV360,Centralized modular throughput,05-02,69178.0,175,18,2,180
2023-07-21,Programmatic,DV360,Automated uniform software,06-02,40497.71,103,11,1,109
2023-07-21,Programmatic,DV360,Cross-platform static hierarchy,07-02,71296.04,167,17,2,174
2023-07-21,Programmatic,DV360,Networked value-added time-frame,08-02,76788.51,183,19,2,195
2023-07-28,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,153907.43,384,40,4,400
2023-07-28,Programmatic,DV360,Persistent 24/7 attitude,02-02,2913.86,7,1,0,8
2023-07-28,Programmatic,DV360,Integrated dedicated contingency,03-02,36615.69,90,9,1,94
2023-07-28,Programmatic,DV360,Profound intangible policy,04-02,11365.83,28,3,0,29
2023-07-28,Programmatic,DV360,Centralized modular throughput,05-02,46093.27,117,12,1,124
2023-07-28,Programmatic,DV360,Automated uniform software,06-02,26939.62,66,7,1,70
2023-07-28,Programmatic,DV360,Cross-platform static hierarchy,07-02,48044.72,115,12,1,122
2023-07-28,Programmatic,DV360,Networked value-added time-frame,08-02,51435.01,125,13,1,131
2023-08-04,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,113174.32,278,29,3,291
2023-08-04,Programmatic,DV360,Persistent 24/7 attitude,02-02,2106.81,5,1,0,5
2023-08-04,Programmatic,DV360,Integrated dedicated contingency,03-02,27012.94,69,7,1,72
2023-08-04,Programmatic,DV360,Profound intangible policy,04-02,8457.32,20,2,0,20
2023-08-04,Programmatic,DV360,Centralized modular throughput,05-02,34725.1,84,9,1,87
2023-08-04,Programmatic,DV360,Automated uniform software,06-02,19531.56,49,5,1,52
2023-08-04,Programmatic,DV360,Cross-platform static hierarchy,07-02,34821.64,84,9,1,88
2023-08-04,Programmatic,DV360,Networked value-added time-frame,08-02,36572.12,93,10,1,98
2023-08-11,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,114036.51,286,30,3,299
2023-08-11,Programmatic,DV360,Persistent 24/7 attitude,02-02,2088.21,5,1,0,5
2023-08-11,Programmatic,DV360,Integrated dedicated contingency,03-02,26625.7,65,7,1,67
2023-08-11,Programmatic,DV360,Profound intangible policy,04-02,8395.56,20,2,0,22
2023-08-11,Programmatic,DV360,Centralized modular throughput,05-02,34727.99,87,9,1,92
2023-08-11,Programmatic,DV360,Automated uniform software,06-02,19360.46,48,5,0,50
2023-08-11,Programmatic,DV360,Cross-platform static hierarchy,07-02,33744.49,85,9,1,88
2023-08-11,Programmatic,DV360,Networked value-added time-frame,08-02,37895.33,94,10,1,97
2023-08-18,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,168346.99,433,45,4,461
2023-08-18,Programmatic,DV360,Persistent 24/7 attitude,02-02,3151.94,8,1,0,8
2023-08-18,Programmatic,DV360,Integrated dedicated contingency,03-02,40750.79,104,11,1,110
2023-08-18,Programmatic,DV360,Profound intangible policy,04-02,12481.63,30,3,0,31
2023-08-18,Programmatic,DV360,Centralized modular throughput,05-02,51667.72,126,13,1,134
2023-08-18,Programmatic,DV360,Automated uniform software,06-02,29481.22,74,8,1,78
2023-08-18,Programmatic,DV360,Cross-platform static hierarchy,07-02,52159.14,126,13,1,130
2023-08-18,Programmatic,DV360,Networked value-added time-frame,08-02,55030.18,137,14,1,144
2023-08-25,Programmatic,DV360,Business-focused zero tolerance architecture,01-02,171192.86,431,45,4,455
2023-08-25,Programmatic,DV360,Persistent 24/7 attitude,02-02,3238.86,8,1,0,8
2023-08-25,Programmatic,DV360,Integrated dedicated contingency,03-02,39642.96,100,11,1,104
2023-08-25,Programmatic,DV360,Profound intangible policy,04-02,12228.84,30,3,0,32
2023-08-25,Programmatic,DV360,Centralized modular throughput,05-02,51796.98,129,14,1,138
2023-08-25,Programmatic,DV360,Automated uniform software,06-02,28991.45,66,7,1,68
2023-08-25,Programmatic,DV360,Cross-platform static hierarchy,07-02,52559.45,132,14,1,136
2023-08-25,Programmatic,DV360,Networked value-added time-frame,08-02,55210.68,135,14,1,140
2023-09-01,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,271063.03,671,70,7,698
2023-09-01,Programmatic,DV360,Persistent 24/7 attitude,02-03,5238.97,13,1,0,14
2023-09-01,Programmatic,DV360,Integrated dedicated contingency,03-03,64922.18,155,16,2,164
2023-09-01,Programmatic,DV360,Profound intangible policy,04-03,20066.23,48,5,1,51
2023-09-01,Programmatic,DV360,Centralized modular throughput,05-03,82354.09,203,21,2,217
2023-09-01,Programmatic,DV360,Automated uniform software,06-03,48036.92,117,12,1,122
2023-09-01,Programmatic,DV360,Cross-platform static hierarchy,07-03,84344.48,203,21,2,213
2023-09-01,Programmatic,DV360,Networked value-added time-frame,08-03,90964.22,224,23,2,240
2023-09-08,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,182217.94,457,48,4,482
2023-09-08,Programmatic,DV360,Persistent 24/7 attitude,02-03,3460.12,9,1,0,9
2023-09-08,Programmatic,DV360,Integrated dedicated contingency,03-03,43427.85,107,11,1,114
2023-09-08,Programmatic,DV360,Profound intangible policy,04-03,13370.0,33,3,0,35
2023-09-08,Programmatic,DV360,Centralized modular throughput,05-03,55717.43,138,14,1,144
2023-09-08,Programmatic,DV360,Automated uniform software,06-03,31391.92,79,8,1,82
2023-09-08,Programmatic,DV360,Cross-platform static hierarchy,07-03,55765.05,138,15,1,142
2023-09-08,Programmatic,DV360,Networked value-added time-frame,08-03,61721.56,154,16,2,159
2023-09-15,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,184865.14,462,48,5,481
2023-09-15,Programmatic,DV360,Persistent 24/7 attitude,02-03,3407.29,8,1,0,9
2023-09-15,Programmatic,DV360,Integrated dedicated contingency,03-03,42683.85,108,11,1,113
2023-09-15,Programmatic,DV360,Profound intangible policy,04-03,13607.68,34,4,0,36
2023-09-15,Programmatic,DV360,Centralized modular throughput,05-03,54802.74,135,14,1,143
2023-09-15,Programmatic,DV360,Automated uniform software,06-03,31634.24,80,8,1,84
2023-09-15,Programmatic,DV360,Cross-platform static hierarchy,07-03,55484.66,138,15,1,144
2023-09-15,Programmatic,DV360,Networked value-added time-frame,08-03,61099.53,154,16,2,159
2023-09-22,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,183543.89,467,49,5,486
2023-09-22,Programmatic,DV360,Persistent 24/7 attitude,02-03,3484.8,9,1,0,9
2023-09-22,Programmatic,DV360,Integrated dedicated contingency,03-03,43038.58,108,11,1,113
2023-09-22,Programmatic,DV360,Profound intangible policy,04-03,13313.77,31,3,0,32
2023-09-22,Programmatic,DV360,Centralized modular throughput,05-03,54270.49,133,14,1,142
2023-09-22,Programmatic,DV360,Automated uniform software,06-03,31751.06,81,9,1,87
2023-09-22,Programmatic,DV360,Cross-platform static hierarchy,07-03,56396.75,142,15,1,146
2023-09-22,Programmatic,DV360,Networked value-added time-frame,08-03,60705.16,161,17,2,170
2023-09-29,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,268422.49,652,69,7,684
2023-09-29,Programmatic,DV360,Persistent 24/7 attitude,02-03,5262.08,13,1,0,14
2023-09-29,Programmatic,DV360,Integrated dedicated contingency,03-03,65509.81,163,17,2,172
2023-09-29,Programmatic,DV360,Profound intangible policy,04-03,19910.78,50,5,1,52
2023-09-29,Programmatic,DV360,Centralized modular throughput,05-03,83467.52,208,22,2,220
2023-09-29,Programmatic,DV360,Automated uniform software,06-03,47865.34,120,13,1,128
2023-09-29,Programmatic,DV360,Cross-platform static hierarchy,07-03,82338.82,211,22,2,225
2023-09-29,Programmatic,DV360,Networked value-added time-frame,08-03,89739.43,216,23,2,226
2023-10-06,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,227012.79,563,59,6,580
2023-10-06,Programmatic,DV360,Persistent 24/7 attitude,02-03,4367.82,11,1,0,11
2023-10-06,Programmatic,DV360,Integrated dedicated contingency,03-03,54299.35,135,14,1,139
2023-10-06,Programmatic,DV360,Profound intangible policy,04-03,17370.65,43,5,0,45
2023-10-06,Programmatic,DV360,Centralized modular throughput,05-03,68954.63,165,18,2,173
2023-10-06,Programmatic,DV360,Automated uniform software,06-03,39804.96,100,10,1,105
2023-10-06,Programmatic,DV360,Cross-platform static hierarchy,07-03,69898.82,172,18,2,183
2023-10-06,Programmatic,DV360,Networked value-added time-frame,08-03,78268.52,196,21,2,203
2023-10-13,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,228380.04,556,58,6,592
2023-10-13,Programmatic,DV360,Persistent 24/7 attitude,02-03,4445.23,11,1,0,11
2023-10-13,Programmatic,DV360,Integrated dedicated contingency,03-03,53882.04,130,14,1,135
2023-10-13,Programmatic,DV360,Profound intangible policy,04-03,17394.44,44,5,0,45
2023-10-13,Programmatic,DV360,Centralized modular throughput,05-03,69258.06,170,18,2,179
2023-10-13,Programmatic,DV360,Automated uniform software,06-03,40355.51,100,11,1,106
2023-10-13,Programmatic,DV360,Cross-platform static hierarchy,07-03,70195.7,173,18,2,181
2023-10-13,Programmatic,DV360,Networked value-added time-frame,08-03,75380.67,184,19,2,192
2023-10-20,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,151940.81,376,39,4,390
2023-10-20,Programmatic,DV360,Persistent 24/7 attitude,02-03,2955.31,8,1,0,8
2023-10-20,Programmatic,DV360,Integrated dedicated contingency,03-03,36931.42,93,10,1,99
2023-10-20,Programmatic,DV360,Profound intangible policy,04-03,11297.07,28,3,0,28
2023-10-20,Programmatic,DV360,Centralized modular throughput,05-03,47616.07,121,13,1,126
2023-10-20,Programmatic,DV360,Automated uniform software,06-03,26977.62,67,7,1,70
2023-10-20,Programmatic,DV360,Cross-platform static hierarchy,07-03,48272.26,119,12,1,126
2023-10-20,Programmatic,DV360,Networked value-added time-frame,08-03,50473.4,127,13,1,131
2023-10-27,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,151775.91,372,39,4,391
2023-10-27,Programmatic,DV360,Persistent 24/7 attitude,02-03,2944.36,7,1,0,8
2023-10-27,Programmatic,DV360,Integrated dedicated contingency,03-03,37251.67,90,9,1,95
2023-10-27,Programmatic,DV360,Profound intangible policy,04-03,11428.91,28,3,0,30
2023-10-27,Programmatic,DV360,Centralized modular throughput,05-03,46963.04,114,12,1,119
2023-10-27,Programmatic,DV360,Automated uniform software,06-03,26887.09,65,7,1,68
2023-10-27,Programmatic,DV360,Cross-platform static hierarchy,07-03,47273.42,116,12,1,122
2023-10-27,Programmatic,DV360,Networked value-added time-frame,08-03,50511.84,130,14,1,137
2023-11-03,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,112308.1,273,29,3,288
2023-11-03,Programmatic,DV360,Persistent 24/7 attitude,02-03,2094.14,5,1,0,5
2023-11-03,Programmatic,DV360,Integrated dedicated contingency,03-03,26662.07,65,7,1,69
2023-11-03,Programmatic,DV360,Profound intangible policy,04-03,8345.97,21,2,0,22
2023-11-03,Programmatic,DV360,Centralized modular throughput,05-03,33998.81,84,9,1,87
2023-11-03,Programmatic,DV360,Automated uniform software,06-03,19847.87,48,5,1,52
2023-11-03,Programmatic,DV360,Cross-platform static hierarchy,07-03,35068.46,86,9,1,89
2023-11-03,Programmatic,DV360,Networked value-added time-frame,08-03,37986.73,95,10,1,101
2023-11-10,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,169878.78,424,44,4,449
2023-11-10,Programmatic,DV360,Persistent 24/7 attitude,02-03,3179.38,8,1,0,8
2023-11-10,Programmatic,DV360,Integrated dedicated contingency,03-03,39429.2,96,10,1,101
2023-11-10,Programmatic,DV360,Profound intangible policy,04-03,12523.52,30,3,0,32
2023-11-10,Programmatic,DV360,Centralized modular throughput,05-03,51778.05,134,14,1,139
2023-11-10,Programmatic,DV360,Automated uniform software,06-03,28709.25,72,8,1,77
2023-11-10,Programmatic,DV360,Cross-platform static hierarchy,07-03,51613.8,133,14,1,139
2023-11-10,Programmatic,DV360,Networked value-added time-frame,08-03,55887.77,138,14,1,144
2023-11-17,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,170610.76,438,46,4,463
2023-11-17,Programmatic,DV360,Persistent 24/7 attitude,02-03,3239.28,8,1,0,8
2023-11-17,Programmatic,DV360,Integrated dedicated contingency,03-03,40129.16,95,10,1,101
2023-11-17,Programmatic,DV360,Profound intangible policy,04-03,12234.02,30,3,0,32
2023-11-17,Programmatic,DV360,Centralized modular throughput,05-03,51435.75,128,13,1,132
2023-11-17,Programmatic,DV360,Automated uniform software,06-03,29847.13,75,8,1,79
2023-11-17,Programmatic,DV360,Cross-platform static hierarchy,07-03,50796.01,123,13,1,131
2023-11-17,Programmatic,DV360,Networked value-added time-frame,08-03,55059.57,138,14,1,147
2023-11-24,Programmatic,DV360,Business-focused zero tolerance architecture,01-03,168225.83,411,43,4,431
2023-11-24,Programmatic,DV360,Persistent 24/7 attitude,02-03,3212.0,8,1,0,8
2023-11-24,Programmatic,DV360,Integrated dedicated contingency,03-03,39879.07,99,10,1,104
2023-11-24,Programmatic,DV360,Profound intangible policy,04-03,12197.68,31,3,0,32
2023-11-24,Programmatic,DV360,Centralized modular throughput,05-03,50991.52,122,13,1,130
2023-11-24,Programmatic,DV360,Automated uniform software,06-03,29316.78,75,8,1,79
2023-11-24,Programmatic,DV360,Cross-platform static hierarchy,07-03,51614.41,127,13,1,134
2023-11-24,Programmatic,DV360,Networked value-added time-frame,08-03,56530.43,145,15,2,154
2023-12-01,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,182685.71,439,46,5,454
2023-12-01,Programmatic,DV360,Persistent 24/7 attitude,02-04,3430.07,9,1,0,9
2023-12-01,Programmatic,DV360,Integrated dedicated contingency,03-04,43805.6,109,11,1,115
2023-12-01,Programmatic,DV360,Profound intangible policy,04-04,13271.29,32,3,0,34
2023-12-01,Programmatic,DV360,Centralized modular throughput,05-04,55144.09,131,14,1,138
2023-12-01,Programmatic,DV360,Automated uniform software,06-04,31453.93,80,8,1,84
2023-12-01,Programmatic,DV360,Cross-platform static hierarchy,07-04,56144.48,137,14,1,142
2023-12-01,Programmatic,DV360,Networked value-added time-frame,08-04,61727.06,155,16,2,160
2023-12-08,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,182465.55,466,50,5,498
2023-12-08,Programmatic,DV360,Persistent 24/7 attitude,02-04,3474.19,9,1,0,9
2023-12-08,Programmatic,DV360,Integrated dedicated contingency,03-04,43907.8,110,12,1,116
2023-12-08,Programmatic,DV360,Profound intangible policy,04-04,13675.74,32,3,0,34
2023-12-08,Programmatic,DV360,Centralized modular throughput,05-04,55221.46,138,15,2,148
2023-12-08,Programmatic,DV360,Automated uniform software,06-04,32181.28,83,9,1,88
2023-12-08,Programmatic,DV360,Cross-platform static hierarchy,07-04,55697.32,136,14,1,144
2023-12-08,Programmatic,DV360,Networked value-added time-frame,08-04,60215.03,150,16,2,156
2023-12-15,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,185452.67,445,47,5,462
2023-12-15,Programmatic,DV360,Persistent 24/7 attitude,02-04,3450.39,9,1,0,9
2023-12-15,Programmatic,DV360,Integrated dedicated contingency,03-04,43962.37,110,11,1,114
2023-12-15,Programmatic,DV360,Profound intangible policy,04-04,13725.27,35,4,0,37
2023-12-15,Programmatic,DV360,Centralized modular throughput,05-04,56412.43,140,15,1,150
2023-12-15,Programmatic,DV360,Automated uniform software,06-04,32230.04,79,8,1,85
2023-12-15,Programmatic,DV360,Cross-platform static hierarchy,07-04,55306.29,134,14,1,142
2023-12-15,Programmatic,DV360,Networked value-added time-frame,08-04,59570.68,147,15,2,156
2023-12-22,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,268449.71,650,68,6,681
2023-12-22,Programmatic,DV360,Persistent 24/7 attitude,02-04,5166.37,12,1,0,13
2023-12-22,Programmatic,DV360,Integrated dedicated contingency,03-04,66204.56,159,17,2,170
2023-12-22,Programmatic,DV360,Profound intangible policy,04-04,20251.95,52,5,1,55
2023-12-22,Programmatic,DV360,Centralized modular throughput,05-04,82940.69,208,22,2,222
2023-12-22,Programmatic,DV360,Automated uniform software,06-04,47267.03,119,13,1,125
2023-12-22,Programmatic,DV360,Cross-platform static hierarchy,07-04,84370.78,202,22,2,215
2023-12-22,Programmatic,DV360,Networked value-added time-frame,08-04,89591.05,225,24,2,235
2023-12-29,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,276723.25,697,74,7,721
2023-12-29,Programmatic,DV360,Persistent 24/7 attitude,02-04,5244.68,13,1,0,14
2023-12-29,Programmatic,DV360,Integrated dedicated contingency,03-04,64913.89,164,17,2,175
2023-12-29,Programmatic,DV360,Profound intangible policy,04-04,20375.7,51,5,1,53
2023-12-29,Programmatic,DV360,Centralized modular throughput,05-04,82024.68,206,22,2,214
2023-12-29,Programmatic,DV360,Automated uniform software,06-04,47166.72,120,13,1,125
2023-12-29,Programmatic,DV360,Cross-platform static hierarchy,07-04,83398.23,202,21,2,210
2023-12-29,Programmatic,DV360,Networked value-added time-frame,08-04,91061.16,220,23,2,228
2024-01-05,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,232130.38,566,59,6,587
2024-01-05,Programmatic,DV360,Persistent 24/7 attitude,02-04,4301.04,11,1,0,12
2024-01-05,Programmatic,DV360,Integrated dedicated contingency,03-04,55377.87,133,14,1,140
2024-01-05,Programmatic,DV360,Profound intangible policy,04-04,17179.88,41,4,0,43
2024-01-05,Programmatic,DV360,Centralized modular throughput,05-04,71193.0,173,18,2,179
2024-01-05,Programmatic,DV360,Automated uniform software,06-04,39923.88,98,10,1,104
2024-01-05,Programmatic,DV360,Cross-platform static hierarchy,07-04,71867.91,179,19,2,186
2024-01-05,Programmatic,DV360,Networked value-added time-frame,08-04,75911.46,180,19,2,188
2024-01-12,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,153680.36,394,41,4,407
2024-01-12,Programmatic,DV360,Persistent 24/7 attitude,02-04,2900.49,7,1,0,8
2024-01-12,Programmatic,DV360,Integrated dedicated contingency,03-04,37144.15,88,9,1,94
2024-01-12,Programmatic,DV360,Profound intangible policy,04-04,11286.91,28,3,0,29
2024-01-12,Programmatic,DV360,Centralized modular throughput,05-04,45955.09,114,12,1,118
2024-01-12,Programmatic,DV360,Automated uniform software,06-04,26639.25,66,7,1,70
2024-01-12,Programmatic,DV360,Cross-platform static hierarchy,07-04,47643.73,117,12,1,125
2024-01-12,Programmatic,DV360,Networked value-added time-frame,08-04,51454.83,127,13,1,130
2024-01-19,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,155197.39,364,39,4,383
2024-01-19,Programmatic,DV360,Persistent 24/7 attitude,02-04,2861.32,7,1,0,7
2024-01-19,Programmatic,DV360,Integrated dedicated contingency,03-04,37260.52,90,9,1,94
2024-01-19,Programmatic,DV360,Profound intangible policy,04-04,11615.18,28,3,0,30
2024-01-19,Programmatic,DV360,Centralized modular throughput,05-04,46113.41,115,12,1,121
2024-01-19,Programmatic,DV360,Automated uniform software,06-04,27167.93,67,7,1,71
2024-01-19,Programmatic,DV360,Cross-platform static hierarchy,07-04,48048.74,122,13,1,127
2024-01-19,Programmatic,DV360,Networked value-added time-frame,08-04,51111.98,125,13,1,131
2024-01-26,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,155247.06,379,40,4,403
2024-01-26,Programmatic,DV360,Persistent 24/7 attitude,02-04,2964.36,7,1,0,8
2024-01-26,Programmatic,DV360,Integrated dedicated contingency,03-04,36739.55,91,9,1,94
2024-01-26,Programmatic,DV360,Profound intangible policy,04-04,11338.85,29,3,0,30
2024-01-26,Programmatic,DV360,Centralized modular throughput,05-04,46917.51,114,12,1,120
2024-01-26,Programmatic,DV360,Automated uniform software,06-04,27129.58,66,7,1,69
2024-01-26,Programmatic,DV360,Cross-platform static hierarchy,07-04,47922.15,114,12,1,121
2024-01-26,Programmatic,DV360,Networked value-added time-frame,08-04,50846.72,127,13,1,135
2024-02-02,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,167012.56,421,44,4,439
2024-02-02,Programmatic,DV360,Persistent 24/7 attitude,02-04,3172.31,8,1,0,8
2024-02-02,Programmatic,DV360,Integrated dedicated contingency,03-04,40464.28,103,11,1,107
2024-02-02,Programmatic,DV360,Profound intangible policy,04-04,12298.16,31,3,0,32
2024-02-02,Programmatic,DV360,Centralized modular throughput,05-04,51328.44,126,13,1,131
2024-02-02,Programmatic,DV360,Automated uniform software,06-04,29038.27,70,7,1,73
2024-02-02,Programmatic,DV360,Cross-platform static hierarchy,07-04,51799.36,126,13,1,130
2024-02-02,Programmatic,DV360,Networked value-added time-frame,08-04,56982.91,139,15,2,145
2024-02-09,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,166462.23,418,44,4,440
2024-02-09,Programmatic,DV360,Persistent 24/7 attitude,02-04,3217.85,8,1,0,9
2024-02-09,Programmatic,DV360,Integrated dedicated contingency,03-04,40326.14,100,10,1,106
2024-02-09,Programmatic,DV360,Profound intangible policy,04-04,12478.67,31,3,0,32
2024-02-09,Programmatic,DV360,Centralized modular throughput,05-04,51850.08,125,13,1,132
2024-02-09,Programmatic,DV360,Automated uniform software,06-04,29769.71,73,8,1,77
2024-02-09,Programmatic,DV360,Cross-platform static hierarchy,07-04,51836.87,125,13,1,130
2024-02-09,Programmatic,DV360,Networked value-added time-frame,08-04,56315.52,139,15,2,147
2024-02-16,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,168107.95,414,44,4,427
2024-02-16,Programmatic,DV360,Persistent 24/7 attitude,02-04,3200.41,8,1,0,8
2024-02-16,Programmatic,DV360,Integrated dedicated contingency,03-04,40690.9,97,10,1,101
2024-02-16,Programmatic,DV360,Profound intangible policy,04-04,12277.53,29,3,0,31
2024-02-16,Programmatic,DV360,Centralized modular throughput,05-04,51339.5,131,14,1,138
2024-02-16,Programmatic,DV360,Automated uniform software,06-04,29781.77,72,8,1,76
2024-02-16,Programmatic,DV360,Cross-platform static hierarchy,07-04,50712.78,131,14,1,136
2024-02-16,Programmatic,DV360,Networked value-added time-frame,08-04,56311.57,140,15,1,148
2024-02-23,Programmatic,DV360,Business-focused zero tolerance architecture,01-04,113355.31,278,29,3,293
2024-02-23,Programmatic,DV360,Persistent 24/7 attitude,02-04,2098.58,5,1,0,5
2024-02-23,Programmatic,DV360,Integrated dedicated contingency,03-04,26184.92,67,7,1,70
2024-02-23,Programmatic,DV360,Profound intangible policy,04-04,8388.38,21,2,0,22
2024-02-23,Programmatic,DV360,Centralized modular throughput,05-04,33763.63,84,9,1,89
2024-02-23,Programmatic,DV360,Automated uniform software,06-04,19860.11,49,5,0,52
2024-02-23,Programmatic,DV360,Cross-platform static hierarchy,07-04,34014.4,84,9,1,88
2024-02-23,Programmatic,DV360,Networked value-added time-frame,08-04,37204.13,89,9,1,95
2024-03-01,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,185140.07,466,49,5,481
2024-03-01,Programmatic,DV360,Persistent 24/7 attitude,02-01,3402.54,8,1,0,9
2024-03-01,Programmatic,DV360,Integrated dedicated contingency,03-01,42518.18,104,11,1,111
2024-03-01,Programmatic,DV360,Profound intangible policy,04-01,13713.04,34,4,0,36
2024-03-01,Programmatic,DV360,Centralized modular throughput,05-01,56354.04,137,14,1,143
2024-03-01,Programmatic,DV360,Automated uniform software,06-01,32225.98,78,8,1,83
2024-03-01,Programmatic,DV360,Cross-platform static hierarchy,07-01,55103.74,133,14,1,138
2024-03-01,Programmatic,DV360,Networked value-added time-frame,08-01,61019.52,154,16,2,159
2024-03-08,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,183824.85,446,47,5,475
2024-03-08,Programmatic,DV360,Persistent 24/7 attitude,02-01,3468.51,8,1,0,8
2024-03-08,Programmatic,DV360,Integrated dedicated contingency,03-01,42644.25,102,11,1,108
2024-03-08,Programmatic,DV360,Profound intangible policy,04-01,13596.88,33,3,0,35
2024-03-08,Programmatic,DV360,Centralized modular throughput,05-01,56095.94,138,14,1,142
2024-03-08,Programmatic,DV360,Automated uniform software,06-01,31307.4,78,8,1,84
2024-03-08,Programmatic,DV360,Cross-platform static hierarchy,07-01,54962.48,135,14,1,142
2024-03-08,Programmatic,DV360,Networked value-added time-frame,08-01,59574.31,147,15,1,154
2024-03-15,Programmatic,DV360,Business-focused zero tolerance architecture,01-01,276689.87,671,71,7,716
2024-03-15,Programmatic,DV360,Persistent 24/7 attitude,02-01,5074.72,13,1,0,14
2024-03-15,Programmatic,DV360,Integrated dedicated contingency,03-01,64925.05,155,16,2,165
2024-03-15,Programmatic,DV360,Profound intangible policy,04-01,20400.07,51,5,1,53
2024-03-15,Programmatic,DV360,Centralized modular throughput,05-01,82959.95,207,22,2,221
2024-03-15,Programmatic,DV360,Automated uniform software,06-01,46790.13,115,12,1,122
2024-03-15,Programmatic,DV360,Cross-platform static hierarchy,07-01,83786.97,210,22,2,221
2024-03-15,Programmatic,DV360,Networked value-added time-frame,08-01,89963.67,217,23,2,230
